state_county,Population,Race_White,Race_Black,Race_Asian,Race_Native,Race_Hispanic,Race_Multi,Alone_65,Under18,Over65,UnderHS,Ed_HSDiploma,Ed_SomeCollege,Ed_Assoc,Ed_Degree
"ID, Bonner",45739,84.4,0.11,0.39,0.63,1.99,1.87,4.82,2071554072.0,1641008748.0,876571469.0,2851890685.0,2711095523.0,849584087.0,2279922660.0
"ID, Bonneville",119062,74.64,0.45,0.71,0.47,10.0,1.82,3.25,53098143243.0,18363278730.0,13583213273.0,42929871016.0,43061705988.0,16367332887.0,52837309357.0
"ID, Boundary",12245,82.56,0.24,0.46,1.36,3.28,1.88,4.81,47051168.0,30662704.0,15084003.0,78343632.0,41308508.0,12490022.0,36375487.0
"ID, Butte",2597,104.47,0.19,0.19,0.42,4.58,1.62,5.12,493689.99,306185.98,126110.01,631279.01,542253.99,168597.0,283254.99
"ID, Camas",1106,91.14,0.18,0.09,0.54,6.78,3.25,5.88,29110.04,21534.0,9047.02,58352.98,36210.04,9666.0,22019.98
"ID, Canyon",229849,59.41,0.38,0.61,0.53,19.61,2.47,2.96,382382331164.0,131146589649.0,180918262197.0,389350681685.0,318003007656.0,99538063166.0,226500472425.0
"ID, Caribou",7155,90.58,0.06,0.2,0.27,4.7,1.48,4.56,10602278.99,5800272.01,3220107.99,11851398.99,10520354.0,4075058.99,6962387.0
"ID, Cassia",24030,69.67,0.16,0.43,0.44,23.82,2.24,2.51,458719003.0,178602494.0,227396130.0,413101172.0,363903351.0,125362347.0,257827482.0
"ID, Clark",845,66.04,0.24,0.59,0.71,47.1,1.78,4.85,18920.0,7926.04,24277.04,16924.97,8780.0,3066.98,7351.01
"ID, Clearwater",8756,92.09,0.18,0.7,2.1,3.06,2.07,7.7,11921819.0,15019167.01,6432420.0,23805287.0,19810888.0,5083032.99,11998434.0
"ID, Custer",4315,95.2,0.12,0.23,0.6,4.08,1.02,6.58,1577046.0,1504425.01,852773.0,2295753.0,2111415.99,815534.99,1958751.01
"ID, Elmore",27511,73.81,2.53,2.72,0.81,14.97,4.07,3.23,591103822.0,209270400.0,209800262.0,557196790.0,655587955.0,269667499.0,390007491.0
"ID, Franklin",13876,84.63,0.2,0.11,0.24,6.04,1.44,3.08,93999632.0,34330473.0,25858620.0,100950536.0,71915006.0,21083472.0,47365726.0
"ID, Fremont",13099,86.06,0.18,0.21,0.66,12.93,1.52,2.86,70503796.0,31314076.0,30198697.0,67809855.0,56142183.0,21859742.0,48764171.0
"ID, Gem",18112,82.25,0.11,0.43,0.43,7.38,2.06,5.43,145619031.0,110387025.0,72432243.0,219527402.0,143749148.0,54553887.0,103924483.0
"ID, Gooding",15179,70.87,0.09,0.4,0.57,28.62,2.42,4.29,103197012.0,52623772.0,73244747.0,122527772.0,69258893.0,24676045.0,60019739.0
"ID, Idaho",1803732,73.81,0.49,1.03,1.0,9.78,2.18,3.69,154762045512809.88,70227961498259.74,52171756323827.92,154687690006984.2,147148292281234.8,55554170131702.25,155881817447641.22
"ID, Jefferson",29871,76.75,0.13,0.34,0.44,8.84,1.34,1.71,946973130.0,255369569.0,262418527.0,679290138.0,629501155.0,435966349.0,658053948.0
"ID, Jerome",24412,61.27,0.16,0.25,0.64,28.38,1.97,3.27,451726972.0,162931547.0,331524725.0,445707705.0,312871516.0,130333227.0,234385471.0
"ID, Kootenai",165697,76.92,0.23,0.56,0.95,3.18,2.0,4.24,112504385690.0,65964573866.0,31156497373.0,123802321304.0,135083784980.0,50281995721.0,114604731037.0
"ID, Latah",40108,84.14,0.72,1.93,0.54,3.31,2.37,3.41,1207132080.0,668394606.0,268322921.0,1273247712.0,1473364171.0,507368606.0,2929837260.0
"ID, Lemhi",8027,93.97,0.2,0.36,0.61,2.25,1.62,9.38,10270545.99,11456134.0,4091442.0,15650723.99,15444510.0,4690738.0,11842715.0
"ID, Lewis",3838,88.54,0.36,0.31,4.59,3.34,2.4,8.94,1255026.0,1234378.01,651078.01,1676284.99,1749936.01,564186.01,1011965.01
"ID, Lincoln",5366,67.22,0.34,0.34,0.56,27.51,2.11,3.73,5038942.01,1698822.01,3616523.0,5139716.01,3737473.0,1370583.99,1586565.0
"ID, Madison",39907,85.74,0.45,0.87,0.2,5.56,1.38,1.39,1650537956.0,354028166.0,259747879.0,966211523.0,1728414870.0,1088361263.0,2312728376.0
"ID, Minidoka",21039,62.24,0.21,0.33,0.69,30.86,2.32,2.98,273418426.0,137749486.0,193654738.0,298914538.0,229331622.0,78302950.0,131065606.0
"ID, Nez Perce",40408,86.21,0.28,0.69,5.13,2.74,2.41,4.52,1430991537.0,1186887213.0,524783949.0,2119872778.0,1800495623.0,640876537.0,1511815618.0
"ID, Oneida",4531,89.89,0.2,0.44,0.46,2.78,0.97,4.61,2783845.99,1550010.0,911547.01,3247821.01,2939894.0,611776.01,1591061.0
"ID, Owyhee",11823,66.54,0.15,0.47,3.65,25.2,2.3,4.3,48309133.0,23120113.0,39432897.0,55116580.0,37713597.0,13167630.0,19835211.0
"ID, Payette",23951,76.77,0.17,0.78,0.77,14.04,2.67,4.75,393753721.0,210242836.0,196991466.0,476990392.0,369373520.0,115361189.0,215176263.0
"ID, Power",7681,67.23,0.23,0.42,2.1,30.31,2.43,2.45,13994244.0,5486769.0,9416060.99,14802516.0,11604839.01,2637195.0,6855523.0
"ID, Shoshone",12882,92.6,0.16,0.34,1.37,2.95,1.98,6.36,44556519.0,42482131.0,29521808.0,79040087.0,57998113.0,22535513.0,24676115.0
"ID, Teton",12142,68.24,0.1,0.4,0.22,14.17,1.22,2.61,53206851.0,11691046.0,11175011.0,29706739.0,48548087.0,16246603.0,73330759.0
"ID, Twin Falls",86878,73.48,0.35,1.03,0.49,12.17,2.02,3.53,17953920783.0,9088290204.0,8462578342.0,17818815067.0,17556152466.0,8208972772.0,13527143514.0
"ID, Valley",11392,81.43,0.08,0.36,0.33,3.39,1.25,4.13,29212961.0,24865432.0,7981349.0,39426459.0,44825242.0,10706657.0,44903049.0
"ID, Washington",10194,80.11,0.1,0.88,0.74,16.83,2.16,5.31,26156071.0,21718827.0,15857786.0,35789197.0,28504565.0,8469277.0,17312674.0
"IL, Adams",65435,95.38,3.5,0.66,0.15,1.19,1.68,5.71,6455150317.0,4906016608.0,2096339786.0,9922502545.0,6627704375.0,2379790465.0,6991651882.0
"IL, Alexander",5761,86.5,50.48,0.28,0.43,2.69,2.48,5.92,4374326.99,3242579.0,2572170.99,7789506.01,4520369.0,1772314.01,2465938.0
"IL, Bond",16426,96.17,6.46,0.41,0.46,3.33,1.97,5.53,91035027.0,66616957.0,47783891.0,146751527.0,97321750.0,50050351.0,101287972.0
"IL, Boone",53544,76.12,1.82,1.25,0.13,20.48,2.65,3.86,4445508270.0,1803604474.0,2117536694.0,5346020364.0,3009734477.0,1276370628.0,3600901465.0
"IL, Brown",6578,78.91,19.38,0.24,0.15,6.11,0.65,4.83,4569342.0,3522190.0,4833251.0,10683396.0,6373687.0,2570222.0,4002450.0
"IL, Bureau",32628,96.46,0.59,0.67,0.19,8.26,1.38,5.98,809724508.0,628319027.0,318843753.0,1271116077.0,796097750.0,371646950.0,715721282.0
"IL, Calhoun",4739,105.53,0.13,0.25,0.19,0.84,0.4,5.3,2326659.0,2140274.99,896098.0,4624127.01,2115536.99,1491221.0,1515910.99
"IL, Carroll",14305,102.03,0.85,0.37,0.24,3.05,1.17,7.6,60121197.0,62065247.0,25865586.0,111627351.0,69923126.0,28157533.0,57154054.0
"IL, Cass",12147,89.16,3.12,0.35,0.12,18.86,1.53,6.08,44678002.0,28137675.0,28624648.0,77212770.0,33656057.0,12674544.0,27060601.0
"IL, Champaign",209689,67.94,11.71,8.53,0.17,5.06,2.63,3.55,179144838438.0,92014923871.0,46106394254.0,203042248722.0,181097082869.0,76630004197.0,415115829933.0
"IL, Christian",32304,103.18,1.52,0.51,0.13,1.46,1.0,6.54,753128995.0,590648274.0,347292874.0,1408477336.0,723805039.0,315360370.0,576143132.0
"IL, Clark",15441,103.13,0.31,0.35,0.16,1.11,0.78,5.05,83782403.0,66377308.0,26441323.0,147084018.0,69619918.0,51928855.0,73077157.0
"IL, Clay",13184,101.86,0.33,0.48,0.23,1.15,0.84,5.38,52475616.0,40934079.0,27567480.0,88473341.0,51849903.0,26976573.0,34311624.0
"IL, Clinton",37562,92.56,3.52,0.44,0.21,2.82,1.13,5.31,1204629867.0,765838471.0,525420637.0,1688992984.0,1174154314.0,729296280.0,1181773015.0
"IL, Coles",50621,97.45,3.99,1.03,0.16,2.28,1.62,5.17,2393361386.0,1788871221.0,1120062519.0,3954427983.0,3130588925.0,1399885789.0,3366849788.0
"IL, Cook",5150233,44.24,24.58,6.19,0.13,24.17,2.56,4.35,3240374615588960.0,1631116892832747.8,1758767973849888.0,3158423284673708.0,2538337435979442.0,902928814382502.1,5302483997747896.0
"IL, Crawford",18667,97.58,4.94,0.54,0.22,1.94,0.97,6.35,133005922.0,109485128.0,97567929.0,185936574.0,146038288.0,109938176.0,111018436.0
"IL, Cumberland",10766,100.46,0.33,0.23,0.16,0.7,0.8,5.56,29347578.0,20758894.0,11729772.0,50048550.0,25545888.0,18208966.0,19252084.0
"IL, De Witt",15638,101.39,0.52,0.37,0.15,2.26,1.23,5.93,88256962.0,63900152.0,32426957.0,144380650.0,92267640.0,31864458.0,81483050.0
"IL, DeKalb",104897,79.91,6.27,2.29,0.12,10.15,2.0,3.01,25785322140.0,11345586092.0,8886330474.0,28743030470.0,27823147767.0,12640683266.0,37328968454.0
"IL, Douglas",19465,94.67,0.27,0.42,0.16,6.22,1.19,4.98,190996614.0,116469606.0,123744261.0,246238090.0,162276980.0,66191511.0,139089104.0
"IL, DuPage",922921,70.01,4.45,9.95,0.11,13.17,2.21,3.8,19495953962843.0,9119105460096.0,5501071257315.0,14343602729414.0,14203399216125.0,5740251975034.0,38824532529111.0
"IL, Edgar",17161,105.72,0.37,0.19,0.13,1.09,0.76,6.84,112086728.0,94357699.0,50153366.0,188538812.0,116857486.0,62699086.0,87142528.0
"IL, Edwards",6395,102.5,0.47,0.33,0.13,0.92,0.86,6.25,5974911.99,4633497.0,2097944.0,9033961.0,6694669.99,4690796.0,3635685.0
"IL, Effingham",34008,97.49,0.22,0.43,0.07,1.76,0.82,5.0,969531011.0,596661178.0,272828840.0,1407745516.0,807151993.0,551671655.0,893661544.0
"IL, Fayette",21336,96.48,4.54,0.22,0.15,1.42,1.06,4.86,218325954.0,157052589.0,157325690.0,390082248.0,217551884.0,96644186.0,109618181.0
"IL, Ford",12961,104.31,0.6,0.28,0.25,2.27,1.23,6.38,51756902.0,40720222.0,20813681.0,77341398.0,51219409.0,21855227.0,46482164.0
"IL, Franklin",38469,99.7,0.31,0.32,0.24,1.23,1.15,7.71,1289405481.0,1047447781.0,630126067.0,1878983298.0,1627850357.0,603340487.0,952588612.0
"IL, Fulton",34340,100.17,3.69,0.32,0.24,2.61,0.97,5.9,847162992.0,730890156.0,459665968.0,1397276400.0,1023340585.0,458250817.0,710961281.0
"IL, Gallatin",4828,112.41,0.25,0.1,0.29,1.37,1.35,8.47,2384549.01,2305322.0,1473168.0,4477777.01,2944018.0,1135159.01,1221436.0
"IL, Greene",12969,104.23,0.92,0.12,0.15,0.89,0.76,5.91,50239831.0,37524245.0,20536541.0,103826701.0,47918769.0,17912783.0,27920312.0
"IL, Grundy",51054,87.21,1.13,0.62,0.13,8.02,1.44,3.48,3630348343.0,1474503338.0,903938129.0,4495188807.0,3585777179.0,1268588771.0,3053788373.0
"IL, Hamilton",8116,101.45,0.38,0.23,0.12,1.29,0.73,6.53,12205571.0,10565490.0,6876768.0,18667368.0,13200268.0,5592330.0,9116297.01
"IL, Hancock",17708,105.1,0.29,0.25,0.19,1.04,0.99,6.43,121979964.0,110064251.0,36437220.0,203038688.0,124425793.0,74661709.0,116680668.0
"IL, Hardin",3821,109.16,0.34,0.58,0.68,1.47,0.92,4.66,1131513.01,1132965.01,1135868.99,1803091.99,1303801.99,734396.0,600049.99
"IL, Henderson",6646,107.33,0.23,0.23,0.23,1.19,1.05,6.2,5980536.01,6135122.0,2583898.0,12230500.99,6113057.0,3052109.0,5370965.0
"IL, Henry",48913,95.05,1.56,0.37,0.12,4.91,1.5,5.98,2803988595.0,1998679093.0,1029245444.0,3946637361.0,2626944567.0,1373523507.0,2725993392.0
"IL, Illinois",12671821,64.46,14.46,4.58,0.15,16.0,2.29,4.38,4.962823944453833e+16,2.55161136860263e+16,2.1950352067210492e+16,5.281255503806529e+16,4.179455363937574e+16,1.6410095434785262e+16,7.051026966345695e+16
"IL, Iroquois",27114,101.3,0.86,0.38,0.15,5.84,1.46,6.75,470655115.0,377362349.0,209596643.0,793614850.0,456687067.0,216801375.0,316637292.0
"IL, Jackson",56750,80.61,14.96,3.33,0.31,4.23,2.81,4.38,3258886910.0,2125571250.0,1481136410.0,4399932488.0,4498481700.0,1661810250.0,6235331340.0
"IL, Jasper",9610,99.03,0.1,0.25,0.12,0.82,0.6,5.33,20169660.0,15459703.0,9078183.0,34733615.01,16844984.99,13381829.0,14702435.01
"IL, Jefferson",37684,90.01,8.48,0.65,0.18,2.12,1.66,4.9,1184775916.0,866393221.0,672835761.0,1637640748.0,1400770806.0,680078249.0,960260673.0
"IL, Jersey",21773,102.33,0.41,0.35,0.24,1.02,1.25,5.55,235230266.0,161845241.0,79974624.0,400441395.0,208019024.0,134397108.0,209346524.0
"IL, Jo Daviess",21235,102.1,0.47,0.34,0.14,2.87,0.96,7.39,199083434.0,204043717.0,74041986.0,343560003.0,219916243.0,80670491.0,239351152.0
"IL, Johnson",12417,89.04,8.09,0.17,0.15,3.03,1.01,5.18,37142475.0,32964031.0,33997125.0,60423854.0,48721452.0,17715458.0,30605049.0
"IL, Kane",532403,57.11,5.23,3.29,0.11,29.75,2.54,3.25,4368888731974.0,1454793944699.0,2323407176487.0,3433040454929.0,3196867453102.0,1136873108266.0,5000960475170.0
"IL, Kankakee",109862,75.75,15.47,0.94,0.17,9.25,2.19,4.32,33614000438.0,17807574426.0,15644691569.0,45588309153.0,32038910042.0,11783608059.0,27542961499.0
"IL, Kendall",128990,66.02,4.92,2.64,0.1,13.88,2.07,2.25,67455483027.0,15688366183.0,16214141032.0,49103305657.0,49311285263.0,22362036614.0,77629876274.0
"IL, Knox",49699,90.81,7.53,0.67,0.15,5.15,2.63,7.56,2523836486.0,2264734228.0,1343428082.0,4490195809.0,2818259325.0,1298967853.0,2324755213.0
"IL, LaSalle",108669,92.52,1.94,0.69,0.18,8.41,1.51,5.52,29528282889.0,21045913276.0,14640738558.0,45737249867.0,32035323447.0,13022911434.0,22890471749.0
"IL, Lake",696535,65.85,6.75,6.31,0.15,20.1,2.63,3.45,9255950190423.0,3511110205533.0,3164705240123.0,7014991506153.0,6154121812528.0,2142713585734.0,15316630000814.0
"IL, Lawrence",15678,92.43,10.1,0.24,0.19,3.53,1.09,5.67,73420388.0,61425307.0,58279046.0,133690382.0,81433413.0,54641279.0,57345107.0
"IL, Lee",34096,93.34,5.01,0.72,0.15,5.29,1.55,5.79,850628372.0,620678470.0,445019287.0,1340289211.0,1044074756.0,412933246.0,721586945.0
"IL, Livingston",35648,97.91,5.29,0.55,0.14,4.3,1.4,5.58,1018784192.0,714432619.0,457226595.0,2025496189.0,990954155.0,388096211.0,668303037.0
"IL, Logan",28618,92.9,7.84,0.64,0.19,3.12,1.37,5.25,468789741.0,368217790.0,264451784.0,827834889.0,564365848.0,220062690.0,466987952.0
"IL, Macon",104009,83.48,17.23,1.06,0.19,1.99,2.65,6.02,25687037204.0,18430408321.0,10784336459.0,39840059799.0,27082542599.0,9957850783.0,24851897979.0
"IL, Macoupin",44926,103.09,0.8,0.29,0.24,0.93,0.95,5.54,2045593095.0,1551502338.0,787760338.0,3608801801.0,2129960080.0,874549283.0,1666547940.0
"IL, Madison",262966,88.8,8.01,0.84,0.21,2.78,1.89,5.05,413509851211.0,259489568443.0,137271883560.0,542407532538.0,461804990276.0,189121389416.0,487826556766.0
"IL, Marion",37205,97.99,4.13,0.6,0.28,1.46,1.68,6.31,1206064068.0,903751864.0,568218943.0,1811933355.0,1378121566.0,610437317.0,781110790.0
"IL, Marshall",11438,106.03,0.38,0.38,0.15,2.75,1.04,6.78,32458413.0,29226950.0,10662504.0,58924916.0,36710261.0,15058241.0,28271876.0
"IL, Mason",13359,107.01,0.4,0.3,0.23,0.88,1.01,7.32,52450239.0,45615107.0,25787946.0,102009324.0,46828639.0,25555901.0,38244546.0
"IL, Massac",13772,100.64,6.47,0.3,0.43,2.11,2.29,5.81,59555775.0,48042933.0,34557529.0,87721443.0,70840964.0,31693504.0,36397330.0
"IL, McDonough",29682,97.63,5.37,1.93,0.18,2.92,2.02,6.12,420511424.0,372407588.0,168010806.0,815913657.0,513811448.0,274526147.0,842784772.0
"IL, McHenry",307774,84.02,0.99,2.51,0.15,11.45,1.69,3.45,794731893004.0,295617265551.0,199831511953.0,772651533763.0,665129375746.0,273603213141.0,1004168505204.0
"IL, McLean",171517,80.95,7.14,4.19,0.17,4.33,2.3,3.65,114286303434.0,51616965738.0,20445567353.0,124170780119.0,94693861638.0,39049561823.0,226210335814.0
"IL, Menard",12196,101.02,0.61,0.24,0.22,0.99,1.12,5.03,42852719.0,28246180.0,10754067.0,65000411.0,42808082.0,19381151.0,43462519.0
"IL, Mercer",15437,103.08,0.3,0.33,0.1,1.99,0.79,5.99,83286166.0,67177039.0,29692298.0,145625711.0,93914386.0,34720437.0,63888494.0
"IL, Monroe",34637,92.36,0.18,0.41,0.16,1.3,0.79,3.99,1017724077.0,587143910.0,167601169.0,1148733680.0,946940250.0,436098880.0,1456102418.0
"IL, Montgomery",28414,99.72,3.34,0.39,0.16,1.62,0.72,6.45,486593160.0,396169298.0,282574389.0,901816034.0,507422895.0,219196962.0,383009354.0
"IL, Morgan",33658,94.89,6.25,0.48,0.2,2.12,1.72,6.11,813733983.0,636781087.0,347448505.0,1534233624.0,906402199.0,289559101.0,735340126.0
"IL, Moultrie",14501,100.16,0.28,0.2,0.19,0.89,0.62,6.6,76015837.0,53768403.0,46513698.0,101796005.0,68614092.0,31163374.0,56859436.0
"IL, Ogle",50643,93.65,0.92,0.48,0.18,9.36,1.49,5.37,3215894310.0,1971751781.0,1269020397.0,4342059920.0,3126642100.0,1466759535.0,2783996626.0
"IL, Peoria",179179,75.69,18.26,3.25,0.21,3.96,2.94,5.17,138462935621.0,80076575119.0,52251072654.0,158833631286.0,132815647154.0,55390953488.0,175964919350.0
"IL, Perry",20916,93.05,8.87,0.42,0.21,2.86,1.5,5.68,189690969.0,143930526.0,152724030.0,334671478.0,211214788.0,101713881.0,114663185.0
"IL, Piatt",16344,99.58,0.34,0.3,0.17,1.02,0.96,5.12,104553222.0,70815120.0,26712634.0,148121586.0,83583870.0,53398626.0,124748032.0
"IL, Pike",15561,101.55,1.76,0.24,0.15,1.11,0.75,6.1,85113846.0,71941148.0,42617533.0,145795366.0,88043827.0,33222268.0,67146804.0
"IL, Pope",4177,97.08,6.44,0.26,0.67,1.53,0.93,7.66,1327743.0,1573767.99,1020649.99,2622321.0,1997734.0,696139.0,950893.99
"IL, Pulaski",5335,73.8,37.04,0.24,0.47,1.82,2.23,9.13,3461028.0,2769397.99,1707734.0,5510308.0,4627952.0,1440183.0,1898406.0
"IL, Putnam",5739,98.52,0.54,0.23,0.09,4.39,1.2,4.93,4024818.0,3366095.99,1380000.0,7206405.0,4848192.0,2335199.01,3128903.0
"IL, Randolph",31782,91.04,10.21,0.32,0.14,2.73,0.98,5.18,635956231.0,512017555.0,502825565.0,1197872161.0,788884541.0,293028769.0,427573416.0
"IL, Richland",15513,101.03,0.5,0.75,0.16,1.32,0.97,5.8,83001221.0,71522066.0,40646387.0,111614949.0,82375581.0,60259628.0,78428919.0
"IL, Rock Island",141879,78.77,9.1,1.68,0.2,12.07,3.14,6.05,64231702074.0,46237807097.0,32491268546.0,84119796624.0,72448625778.0,29288640973.0,67249136407.0
"IL, Saline",23491,97.96,4.15,0.43,0.36,1.45,1.86,6.65,296827813.0,238499660.0,172556429.0,356149165.0,342298402.0,176198474.0,249039602.0
"IL, Sangamon",194672,83.72,11.89,1.64,0.18,1.79,2.22,5.28,174922048654.0,102254191461.0,55652019578.0,200578443869.0,167043223121.0,60010196150.0,254468245782.0
"IL, Schuyler",6768,105.84,3.55,0.13,0.18,1.33,0.58,6.0,6490715.0,5744069.0,3284307.0,11039217.01,6980785.99,3371276.0,6325779.0
"IL, Scott",4951,105.96,0.1,0.24,0.18,0.87,0.81,5.49,2882670.01,2188935.99,789288.0,5794749.0,2414454.01,1215817.01,1919305.01
"IL, Shelby",21634,101.33,0.22,0.26,0.18,0.83,0.58,6.34,228726330.0,191564743.0,78020641.0,449964052.0,208273330.0,106102439.0,170222586.0
"IL, St. Clair",259686,65.41,31.52,1.24,0.21,3.38,2.31,4.69,444813256498.0,219257327834.0,156709679884.0,492835014864.0,420805748039.0,190340421786.0,490548905519.0
"IL, Stark",5342,109.06,0.52,0.36,0.17,1.1,1.16,6.51,3589931.0,3036338.99,1324122.0,6346617.0,3084845.0,1889145.0,2596853.0
"IL, Stephenson",44498,91.27,9.5,0.66,0.15,3.16,2.69,6.77,1996506450.0,1654746236.0,658373719.0,3083566337.0,2404599388.0,941524282.0,1723058676.0
"IL, Tazewell",131803,97.59,1.03,0.75,0.23,1.91,1.31,5.16,53830712382.0,35741215896.0,16668463759.0,72635934744.0,54044387451.0,25401383897.0,60220144865.0
"IL, Union",16653,98.81,0.91,0.31,0.35,5.18,1.6,5.52,99281356.0,83917798.0,53550886.0,163592411.0,106353219.0,37937699.0,100390779.0
"IL, Vermilion",75758,86.58,13.72,0.74,0.18,4.54,2.34,6.06,10613640497.0,7087429841.0,5018422042.0,17916867001.0,9529491244.0,4601750012.0,6412491213.0
"IL, Wabash",11520,99.81,0.63,0.55,0.15,1.37,1.18,5.98,33881011.0,27285235.0,14399078.0,46913126.0,37052698.0,26727898.0,27789581.0
"IL, Warren",16844,92.51,1.7,0.55,0.19,8.85,1.7,5.51,105770887.0,81399304.0,63780311.0,152755036.0,109969928.0,42387758.0,109005272.0
"IL, Washington",13887,102.69,0.68,0.3,0.09,1.42,0.82,5.48,59300962.0,45550888.0,20866190.0,89423948.0,63466506.0,38049130.0,56022519.0
"IL, Wayne",16215,100.77,0.25,0.43,0.16,1.09,0.78,6.96,96125763.0,82926915.0,51428305.0,148789975.0,94180125.0,66388912.0,65547516.0
"IL, White",13537,105.7,0.27,0.23,0.3,1.17,0.78,6.8,51841566.0,51988172.0,24940433.0,92706385.0,58970015.0,32966791.0,38482577.0
"IL, Whiteside",55175,91.1,1.28,0.49,0.16,11.7,2.35,6.12,3945692256.0,2942905942.0,1579677354.0,6337279115.0,4138090792.0,1679833773.0,3061937728.0
"IL, Will",690743,65.95,10.77,4.41,0.12,15.32,2.24,2.78,9580640202725.0,3055132513626.0,2953838685984.0,8868386671350.0,7061654054616.0,2772292285096.0,11301013028163.0
"IL, Williamson",66597,91.17,3.77,0.84,0.31,1.95,1.65,5.99,6539644256.0,4823237111.0,2273019543.0,9178564367.0,7746451157.0,3153842787.0,7184959863.0
"IL, Winnebago",282572,75.8,12.51,2.38,0.2,11.39,2.95,4.95,562258162807.0,311139551653.0,278146798148.0,716115223117.0,542280460867.0,203697516574.0,516010818627.0
"IL, Woodford",38459,96.97,0.48,0.54,0.17,1.37,1.1,4.05,1469924132.0,841900585.0,297593819.0,1781273582.0,1130619990.0,590454489.0,1888508043.0
"IN, Adams",35777,90.9,0.29,0.22,0.17,3.95,0.84,4.28,1426937023.0,632445055.0,700284687.0,1858550751.0,878203708.0,434429736.0,708092660.0
"IN, Allen",379299,71.66,10.81,2.53,0.26,6.09,2.75,4.2,1473910523289.0,647188989138.0,581153700805.0,1541427649370.0,1190563022691.0,589454868034.0,1554289424329.0
"IN, Bartholomew",83779,79.75,1.62,3.13,0.17,5.68,1.45,4.54,14824663052.0,8214944818.0,5541437962.0,18138997155.0,10380281772.0,5062747376.0,19680352305.0
"IN, Benton",8748,94.86,0.41,0.17,0.13,4.93,1.15,5.13,17272225.99,10537841.0,6772702.0,28682505.0,15450893.0,5265071.0,10775087.0
"IN, Blackford",11758,105.49,0.41,0.16,0.19,1.0,1.37,6.45,37106484.0,28880588.0,17212183.0,80600032.0,30567155.0,12290520.0,21885048.0
"IN, Boone",67843,78.34,0.71,1.39,0.13,1.87,1.13,3.12,8774535464.0,3662806935.0,1981911128.0,6082431600.0,5606975645.0,2170159849.0,15383972845.0
"IN, Brown",15092,97.81,0.35,0.29,0.31,1.18,1.15,4.6,71542117.0,59083067.0,27150055.0,112950339.0,76507385.0,27810481.0,99329809.0
"IN, Carroll",20257,94.72,0.21,0.1,0.16,3.51,0.98,5.37,204393333.0,131269614.0,96061935.0,339109878.0,183629908.0,73862289.0,138573883.0
"IN, Cass",37689,86.56,1.38,1.08,0.27,12.99,1.62,5.62,1386511600.0,806821614.0,783100158.0,2136941048.0,1167760876.0,551422859.0,714207681.0
"IN, Clark",118302,79.36,6.37,0.73,0.22,4.52,2.08,4.18,39223405483.0,21110606235.0,17474610828.0,57291419143.0,37931632821.0,17804900548.0,35063982877.0
"IN, Clay",26225,99.7,0.32,0.23,0.22,1.17,0.9,4.4,431976102.0,271799047.0,155775451.0,789675136.0,354329122.0,196696679.0,307149298.0
"IN, Clinton",32399,87.5,0.43,0.2,0.14,13.57,1.3,4.14,905677110.0,489052861.0,488003458.0,1469468309.0,629292257.0,259064672.0,555078783.0
"IN, Crawford",10577,98.23,0.2,0.19,0.38,1.19,1.13,4.73,27554354.0,17765447.0,23135284.0,54347905.0,20931460.0,7674460.0,12238858.0
"IN, Daviess",33351,89.04,0.49,0.48,0.19,3.94,1.02,4.1,1069132340.0,522998376.0,971695726.0,1260668467.0,555922149.0,431123374.0,490074602.0
"IN, DeKalb",43475,92.94,0.32,0.43,0.19,2.37,1.12,4.24,2166782696.0,1078099136.0,802525893.0,3468855903.0,1673850974.0,789862495.0,1482008406.0
"IN, Dearborn",49458,98.03,0.59,0.38,0.16,1.02,0.99,3.93,3025573367.0,1587270431.0,1255335537.0,4704816884.0,2293702291.0,1079461406.0,2764575093.0
"IN, Decatur",26559,93.36,0.29,0.67,0.14,1.6,0.85,3.83,477542506.0,270513507.0,169714666.0,823672673.0,336396028.0,157229280.0,386407422.0
"IN, Delaware",114135,90.88,7.05,0.99,0.22,1.83,2.17,4.71,29780563023.0,21826400141.0,15273921204.0,52228342637.0,31406307669.0,14487101907.0,35284385558.0
"IN, Dubois",42736,90.77,0.26,0.44,0.12,5.9,0.86,4.59,1987999231.0,1132529214.0,837571325.0,2992134971.0,1165038489.0,957563329.0,1852665430.0
"IN, Elkhart",206341,73.93,5.33,0.91,0.21,13.51,2.39,3.33,249767157510.0,106564993093.0,168926950686.0,305231704973.0,171783840874.0,59079301321.0,173512452285.0
"IN, Fayette",23102,101.26,1.38,0.34,0.13,0.97,1.02,5.3,295564447.0,205422060.0,220952841.0,518598547.0,229011743.0,100763069.0,163633083.0
"IN, Floyd",78522,84.7,4.87,0.88,0.19,2.51,1.97,3.76,11639000402.0,6269904748.0,4461503827.0,14949983395.0,10284395393.0,4392447655.0,14326631002.0
"IN, Fountain",16346,101.54,0.16,0.21,0.29,2.28,1.07,5.38,105727726.0,77084794.0,48041057.0,190935174.0,93356746.0,39464148.0,64927620.0
"IN, Franklin",22758,99.31,0.15,0.24,0.12,0.92,0.8,4.5,308010868.0,166409910.0,149162759.0,501093837.0,173039315.0,106226834.0,249226272.0
"IN, Fulton",19974,97.32,0.72,0.51,0.37,4.42,1.15,5.51,197485535.0,131098550.0,97426181.0,323836465.0,189187137.0,60522418.0,125951849.0
